text,label
rell. neumaticos Neumaticos y Aros Relleno,MCV
sin aire de partida Sistema Neumatico Sistema Neumatico,MCM
prob marchas Tren de Potencia Transmision,MCM
relleno transmision Motor Sistema de Lubricacion,MCM
sin aire de partida Motor Sistema Partida Electrico,MCE
chequeo neumatico Neumaticos y Aros,MCV
cheq. sensor sist. mems Innovaciones Tecnologicas Innovaciones Tecnologicas,MCV
sin aire de partida Motor Sistema de Admision y Escape,MCM
sin bateria y sin aire de par Motor Sistema de Admision y Escape,MCM
baterias Instr. Electricos y Comp. Control Arranque y Carga,MCE
sin aire de partida Instr. Electricos y Comp. Control Arranque y Carga,MCM
falla de voltaje Sistema Neumatico Sistema Neumatico,MCM
bajo voltaje Comunicaciones Comunicaciones,MCE
sin partida,MCM
carga suspensiones delanteras Sistema Suspension Suspensiones Delanteras,MCM
comunicacion mems Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
ecas Sistemas de Seguridad Sistema de Seguridad,MCI
eval pos 3 bailac Neumaticos y Aros Neumaticos,MCV
sin condicion partida. Instr. Electricos y Comp. Control Arranque y Carga,MCM
gps/modular Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
chequeo neumatico Neumaticos y Aros Neumaticos,MCV
rell pos-1 Neumaticos y Aros Relleno,MPV
solenoid.2 trasmision error Tren de Potencia Transmision,MCE
amago de incendio Sistema Contra Incendios Sistema Contra Incendios,MCM
cambio transmision Tren de Potencia Transmision,MCM
fuga transmision Tren de Potencia Transmision,MCM
sin condicion de partida Motor Sistema de Admision y Escape,MCM
revision pos.3 Neumaticos y Aros Neumaticos,MCV
a/c. Aire Acondicionado Aire Acondicionado,MCM
revision afex. Sistema Contra Incendios Sistema Contra Incendios,MCM
corte pos 2 bailac Neumaticos y Aros Neumaticos,MCV
ch. cint. seg. Estructura Cabina y Plataforma,MCM
cint. seguridad Estructura Cabina y Plataforma,MCM
revision pos.3. Neumaticos y Aros Neumaticos,MCV
aire partida. Sistema Neumatico Sistema Neumatico,MCM
a/c y sellado cabina Aire Acondicionado Aire Acondicionado,MCM
chequeo neumaticos Neumaticos y Aros Neumaticos,MCV
mems. Innovaciones Tecnologicas Innovaciones Tecnologicas,MPO
barandas acceso desoldadas. Estructura Estructura y Chasis,MCM
fuga aira partida Sistema Neumatico Sistema Neumatico,MCM
c& pos 3 desgaste Neumaticos y Aros Neumaticos,MPV
instalar seguro de tolva Tolva Tolva,MCM
rell dif Tren de Potencia Eje Palier y Diferencial,MCM
fuga de combustible Motor Sistema de Combustible,MCM
fuga sistema hyd Sistema Hidraulico Componentes Hidraulicos,MCM
cambio p1 Neumaticos y Aros Neumaticos,MPV
suspensiones dures Sistema Suspension Suspensiones Delanteras,MCM
aire partida,MCM
rell.de nitrog. neumaticos Neumaticos y Aros Neumaticos,MPV
temp direccion Sistema Direccion y Frenos Sistema Direccion,MCM
alta t` direccion Sistema Direccion y Frenos Sistema Direccion,MCE
ch. codigo electrico Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
alarma de bomba de frenos Sistema Direccion y Frenos Sistema Frenos,MCM
probl. de aceleracion Motor Modulo Electrico y Control,MCE
baja potencia motor diesel Motor Modulo Electrico y Control,MCE
se detiene motor diesel Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCE
se detiene motor diesel Motor Modulo Electrico y Control,MCE
sin luces traseras Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
fuga considerable petroleo Motor Sistema de Combustible,MCM
relleno nitrogeno 2/4/6. Neumaticos y Aros Relleno,MCV
potencia Motor Sistema de Admision y Escape,MCM
pm p8 Mantencion Programada PM,MP
pm Motor Sistema de Admision y Escape,MP
rep. sistema ecas Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
sin cond partida Instr. Electricos y Comp. Control Arranque y Carga,MCE
eval.pos 4/6 corte bailac Neumaticos y Aros Neumaticos,MCV
cheq comando bba freno Sistema Direccion y Frenos Sistema Frenos,MCM
cheq bba freno Sistema Direccion y Frenos Sistema Frenos,MCM
sistema volt. bajo Instr. Electricos y Comp. Control Arranque y Carga,MCM
problema freno. Sistema Direccion y Frenos Sistema Frenos,MCM
cambio bomba levante Sistema Direccion y Frenos Sistema Frenos,MCM
perdida potencia Motor Sistema de Admision y Escape,MCM
falla alza vidrio Estructura Cabina y Plataforma,MCE
baja presion acumulador Sistema Neumatico Sistema Neumatico,MCE
t~ convertodor alto Tren de Potencia Convertidor de Torque,MCM
rell. refrigerante Motor Sistema de Enfriamiento,MCM
sensor nivel refrigerante Motor Sistema de Enfriamiento,MCE
luces traseras Instr. Electricos y Comp. Control Luces,MCE
filtro dif obstruido Tren de Potencia Transmision,MCM
fuga ac hidraulico Sistema Hidraulico Componentes Hidraulicos,MCM
impacto pos 5 Neumaticos y Aros Neumaticos,MCV
poas 6 desgaste bailac Neumaticos y Aros Neumaticos,MCV
trochas Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
corte pos 5. Neumaticos y Aros Neumaticos,MCV
relleno trasmision Tren de Potencia Transmision,MCM
sin aire partida sm5 Sistema Neumatico Sistema Neumatico,MCM
bajo nivel trasmision Tren de Potencia Transmision,MCM
baja pres bba freno Sistema Direccion y Frenos Sistema Frenos,MCE
baja intesidad luces delanter Instr. Electricos y Comp. Control Luces,MCE
verif. torque pos 6 Neumaticos y Aros Neumaticos,MPV
apoyo de aire para la partida Sistema Neumatico Sistema Neumatico,MCM
sin radio comunicaciones Comunicaciones Comunicaciones,MCI
mems Innovaciones Tecnologicas Innovaciones Tecnologicas,MCV
relleno ac. transmision Tren de Potencia Transmision,MCM
salida taller,MCR
fuga ac hid Sistema Hidraulico Componentes Hidraulicos,MCM
cambio diferencial Sistema Hidraulico Componentes Hidraulicos,MPO
cambio sensor presion diferen Tren de Potencia Eje Palier y Diferencial,MCM
smqrtcap Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
no ingresa combustible Motor Sistema de Combustible,MCM
rep luces conducion Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
rep ppuerta cabina Estructura Cabina y Plataforma,MCM
cheq/ pos. 3/5 Neumaticos y Aros Neumaticos,MCV
pos/2 fuga de nitrogeno Neumaticos y Aros Neumaticos,MCV
vidrio de puerta derecha queb Estructura Cabina y Plataforma,MCM
falla bocina Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
s/luces - intermitentes Instr. Electricos y Comp. Control Luces,MCE
sep.mecanica pos 3 bailac Neumaticos y Aros Neumaticos,MCV
falla alza vidrio Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCM
corte de luces Instr. Electricos y Comp. Control Luces,MCE
vidrio abajo Estructura Cabina y Plataforma,MCE
bocina pegada Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
cheq. pos/1 Neumaticos y Aros Espera Atencion Neumaticos,MCV
cheq. pos/ traseras Neumaticos y Aros Neumaticos,MCV
pos/3 desgaste excesivo,MCV
vidrio quebrado derecho/ puer Estructura Cabina y Plataforma,MCM
rep. luces trasras Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
vidrio de puerta izquierda qu Estructura Cabina y Plataforma,MCA
pre pm Mantencion Programada PM,MP
espera vidrio puerta Mantencion Programada PM,MCM
modular y gps Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
presion acum freno Sistema Direccion y Frenos Sistema Frenos,MCM
baja p. acum frenos Sistema Direccion y Frenos Sistema Frenos,MCM
c/acumulador de frenos Sistema Direccion y Frenos Sistema Frenos,MCM
fuga combustible Estructura Estructura y Chasis,MCM
perdida potencia,MCM
sin seguri y tapa filtro aire Motor Sistema de Admision y Escape,MCM
fuga combust. v/v venteo Motor Sistema de Combustible,MCM
eval. plumllas Estructura Cabina y Plataforma,MCM
sin energia en cabina Instr. Electricos y Comp. Control Arranque y Carga,MCE
falla valvula combustible Motor Sistema de Combustible,MCM
pinchado pos.3 Neumaticos y Aros Neumaticos,MCA
enfriador trnmsin Tren de Potencia Transmision,MCM
verificacion de torque neumat Neumaticos y Aros Neumaticos,MCV
sin luces traseras Instr. Electricos y Comp. Control Luces,MCE
apoyo de aire partida Sistema Neumatico Sistema Neumatico,MCM
sin cond. patida Sistema Neumatico Sistema Neumatico,MCM
baja p~ comb motor apagado Motor Sistema de Combustible,MCM
baja pot.temp escapes Motor Sistema de Admision y Escape,MCM
plancha suelta tolva Tolva Tolva,MCM
parabrisas trizado Estructura Cabina y Plataforma,MCM
pre/pm Mantencion Programada PM,MP
pasador link desplazado Estructura Estructura y Chasis,MCM
pasadorlinkdesplazado Estructura EstructurayChasis,MCM
vidrio op. quebrado Estructura Cabina y Plataforma,MCM
se detuvo motor diesel Motor Sistema de Lubricacion,MCM
chequeo pos 3 Neumaticos y Aros Neumaticos,MCV
sin aire / s/bocina Sistema Neumatico Sistema Neumatico,MPO
vidrio cabina abajo Estructura Cabina y Plataforma,MCM
parabrizas trasero quebrado Estructura Cabina y Plataforma,MCM
cambio inyector numero 6 Tren de Potencia Transmision,MCM
eliminacion de fugas Sistema Hidraulico Componentes Hidraulicos,MCM
relleno ntrogeno Neumaticos y Aros Neumaticos,MPV
golpe en bajada de tolva Sistema Hidraulico Sistema Levante,MCM
rotacion pos 1/2 bailac Neumaticos y Aros Neumaticos,MPV
ch. convertidor/baja potencia Tren de Potencia Transmision,MCE
cambio sensor de combustible Tren de Potencia Transmision,MCE
fuga de aire partida Sistema Neumatico Sistema Neumatico,MCM
cheq. luz plataforma Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
no tiene luces Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
pos/4 corte Neumaticos y Aros Neumaticos,MCV
torque pos 6 bailac Neumaticos y Aros Neumaticos,MPV
fisura en tolva Tolva Tolva,MCM
reparacion de tolva Tolva Tolva,MCM
sellado de cabina Estructura Cabina y Plataforma,MCM
fuga hyd Sistema Hidraulico Componentes Hidraulicos,MCM
pos/6 banda rodado Neumaticos y Aros Neumaticos,MCA
verificacion de torque Neumaticos y Aros Neumaticos,MPV
post/pm eliminacion de fugas Mantencion Programada PM,MCM
radio comunicaciones sueltas Comunicaciones Comunicaciones,MCI
regul.espejo Estructura Cabina y Plataforma,MCM
ev. motor diesel Sistema Neumatico Sistema Neumatico,MPO
falla de cinturon de segurida Estructura Cabina y Plataforma,MCM
fuga petroleo tk Estructura Estructura y Chasis,MCM
filtro de aire - tapa Sistema Auxiliar Sistema Neumatico,MCM
coman freno alto Sistema Direccion y Frenos Sistema Frenos,MCE
cheq pos-2 Neumaticos y Aros Neumaticos,MCV
rep. sistema mens Neumaticos y Aros Neumaticos,MPV
sin cond. partida Sistema Auxiliar Sistema Neumatico,MCM
c/espejo izq. quebrado Estructura Cabina y Plataforma,MCM
cheq direccion Sistema Direccion y Frenos Sistema Direccion,MCM
parqueado Motor Unidad de Fuerza,MCM
reset ecas Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
olor a comb Motor Sistema de Combustible,MCM
baja potencia Tren de Potencia Transmision,MCM
falla asiento operador Estructura Cabina y Plataforma,MCM
reset smartcap Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
sin seguro afex Sistema Contra Incendios Sistema Contra Incendios,MCM
fuga ac. motor y sellado de c Motor Sistema de Lubricacion,MCM
CHEQ.NEUMATICOS POS-1-2 Neumaticos y Aros Neumaticos,MCV
problema levante tolva Sistema Hidraulico Sistema Levante,MCM
prob partida Sistema Neumatico Sistema Neumatico,MCM
EVAL.POS 3 BAILAC Neumaticos y Aros Neumaticos,MCV
AIRE A/C Aire Acondicionado Aire Acondicionado,MCM
INCHANCABLE TOLVA Tolva Tolva,MCR
POS 6 Neumaticos y Aros Neumaticos,MCV
nivelac.pos 2 bailac Neumaticos y Aros Neumaticos,MCV
desgaste c/ pos 1 Neumaticos y Aros Neumaticos,MCV
desgaste c/pos 1 bailac Neumaticos y Aros Neumaticos,MCV
evaluacion bailac Neumaticos y Aros Neumaticos,MCV
sin calefaccion Aire Acondicionado Aire Acondicionado,MCM
CHEQ NEUMATICOS Neumaticos y Aros,MCV
PROGRAMA NEUMATICOS Neumaticos y Aros,MPV
torque neumaticos bailac Neumaticos y Aros Neumaticos,MCV
alim 5v. error Motor Modulo Electrico y Control,MCE
rell. neumaticos Innovaciones Tecnologicas Innovaciones Tecnologicas,MCV
alarma traba activada Sistema Direccion y Frenos Sistema Frenos,MCE
alarma fre bomba freno excesi Sistema Direccion y Frenos Sistema Frenos,MCM
rell neumaticos Neumaticos y Aros Neumaticos,MCV
temperatura aceite convertido Tren de Potencia Convertidor de Torque,MCM
luces de trocha Instr. Electricos y Comp. Control Luces,MCE
presion freno Sistema Direccion y Frenos Sistema Frenos,MCM
falla presion freno Sistema Direccion y Frenos Sistema Frenos,MCM
ch. tolva Tolva Tolva,MCM
chequeo bailac Neumaticos y Aros Neumaticos,MCM
alarma freno acumulador Sistema Direccion y Frenos Sistema Frenos,MCE
filtrodecantadorpolvosint Estructura EstructurayChasis,MCM
ecas InnovacionesTecnologicas InnovacionesTecnologicas,MCI
funda asiento Estructura Cabina y Plataforma,MCM
temp aceite conv Tren de Potencia Convertidor de Torque,MCM
rell nitrogeno Neumaticos y Aros Neumaticos,MCV
cambio cil dir Motor Sistema de Admision y Escape,MCM
chequeo corte p 1-2 bailac Neumaticos y Aros Neumaticos,MCV
rep-. del aire acondicionado Aire Acondicionado Aire Acondicionado,MCM
fuga ceite motor Motor Sistema de Lubricacion,MCM
eval. pos 1 bailac por temp Neumaticos y Aros Neumaticos,MCV
vidrio izq. trizado Estructura Cabina y Plataforma,MCA
aislado por temp.de pos.1 Neumaticos y Aros Neumaticos,MCV
cheq. pos/1 presion Neumaticos y Aros Neumaticos,MCV
fuga estanque combustible Estructura Estructura y Chasis,MCM
no abre puerta del piloto Estructura Cabina y Plataforma,MCM
fuga ac. direccion Sistema Direccion y Frenos Sistema Direccion,MCM
cod.temp convertidor Tren de Potencia Transmision,MCM
ac Aire Acondicionado Aire Acondicionado,MCE
falla del arc Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCE
baja pr. acum direccion Sistema Direccion y Frenos Sistema Direccion,MCM
baja pres. acum frenos Sistema Direccion y Frenos Sistema Direccion,MCM
programa backlogs Mantencion Programada PM,MCM
muestra aceite Motor Sistema de Lubricacion,MPO
nivelacion pos 1 Neumaticos y Aros Neumaticos,MCV
eval.fuga aceite pos 2 Sistema Suspension Suspensiones Delanteras,MCM
rell pos 2 Neumaticos y Aros Neumaticos,MCV
falla freno parqueo Sistema Direccion y Frenos Sistema Frenos,MCM
falla freno parque-evaluacion Sistema Direccion y Frenos Sistema Frenos,MCM
freno parqueo en falla Sistema Direccion y Frenos Sistema Frenos,MCM
falla marchas Tren de Potencia Transmision,MCM
plan sustentable Sistema Hidraulico Componentes Hidraulicos,MP
fuga gases de escape Sistema Hidraulico Componentes Hidraulicos,MCM
relleno de neumaticos Neumaticos y Aros Neumaticos,MPV
radio comunicaciones Comunicaciones Comunicaciones,MCE
alarma de alta temperatura de Tren de Potencia Convertidor de Torque,MCM
temp diferencial alta escape Motor Sistema de Admision y Escape,MCM
baja potencia Motor Unidad de Fuerza,MCM
sin aire partida Motor Sistema Partida Electrico,MCM
baja pres bba transf Motor Sistema de Combustible,MCM
fuga ac. hidraulico Sistema Hidraulico,MCM
cheq susp Sistema Suspension Suspensiones Delanteras,MCM
puerta no cierra Estructura Cabina y Plataforma,MCM
puerta operador Estructura Cabina y Plataforma,MCM
codigo parkeo Sistema Direccion y Frenos Sistema Frenos,MCE
perdida potencia Motor Unidad de Fuerza,MCM
rell nitrog Neumaticos y Aros Neumaticos,MPV
nivelacion p 1-2 bailac Neumaticos y Aros Relleno,MCV
fuga a. motor Motor Sistema de Lubricacion,MCM
prob marchas,MCM
bloqueo en direccion Sistema Direccion y Frenos Sistema Direccion,MCM
cambio inyectores Motor Sistema de Combustible,MCM
cambio de inyectores Motor Sistema de Combustible,MCM
PM LA NEGRA,MP
pm la negra ,MP
PROBLEMA LEVANTE,MCM
RADIO COMUNICACIONES,MCE
P.M,MP
C/ VALV POS 2,MCV
ALTA TEMPERATURA CONVERTIDOR,MCM
RELLENO TRASMISION,MCM
FUGA PETROLEO,MCM
RELL.AC. TRANSMISION,MCM
APOYO AIRE PARTIDA,MCM
SIN COND. PARTIDA,MCR
SIN PARTIDA MOTOR,MCM
SIN PROPULSION,MP
PM- 36D,MP
RELL NITROG,MCV
LINK CORTADO POS 4,MCM
RELL.NITROG.NEUMATICO,MCM
aire partida ,MCM
PROBL AIRE PARTIDA,MCM
CHEQ POS 2,MCV
PM 288 D,MP
PM - 288D,MP
PM 288 D + BACKLOGS,MP
pm 288 d + backlogs ,MP
rep a-c ,MCM
CHEQ PASADOR LINK,MPO
ROTACION 3-5,MCV
cheq posiciones +Neumaticos y Aros +Relleno ,MCV
CHEQ MECANICOS+Estructura+Estructura y Chasis,MCM
PM+Mantencion Programada+PM,MP
+Instr. Electricos y Comp. Control+Arranque y Carga,MCE
SIN AIRE PARA PARTIDA Instr. Electricos y Comp. Control Arranque y Carga,MCM
CHEQUEO DE NEUMATICOS Neumaticos y Aros Relleno,MCV
SIN CONDICION DE PARTIDA ,MCM
ALARMA NIVEL 3 Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
SE DETIENE MOTOR ,MCE
pm 36d Mantencion Programada PM ,MP
PM 36D Mantencion Programada PM,MP
CHEQUEO NEUMATICOS Neumaticos y Aros Valvula,MCV
FILTRO HID LEVANTE SA Sistema Hidraulico Componentes Hidraulicos,MCE
 Sistema Hidraulico Componentes Hidraulicos,MCE
CHEQ. POSICIONES ,MCV
CHEQ POS 6 Neumaticos y Aros Neumaticos,MCV
CHEQ X OPERADOR ,MCR
FUGA MANDO FINAL ,MCM
FUGA MANDO FINAL Tren de Potencia Mandos Finales,MCM
RELLENO ACEITE HD Sistema Hidraulico Componentes Hidraulicos,MCM
APOYO AIRE PARTIDA ,MCM
SIN PARTIDA Sistema Auxiliar Sistema Neumatico,MCM
SIN AIRE PARTIDA Sistema Auxiliar Sistema Neumatico,MCM
 Sistema Auxiliar Sistema Neumatico,MCM
SIN PARTIDA Motor Sistema Partida Electrico,MCV
RELLENO POS-4 Neumaticos y Aros Neumaticos,MCV
CHEQUEO POS 6 Neumaticos y Aros Neumaticos,MCV
COMPRES RADIADOR Motor Sistema de Enfriamiento,MCM
reaprete pos6 Neumaticos y Aros Neumaticos ,MCV
MANT POSICIONES Neumaticos y Aros Neumaticos,MPV
CHEQ POS 2 Neumaticos y Aros Neumaticos,MCV
CHEQ NEUMATICO Neumaticos y Aros Neumaticos,MCV
FUGA NITROG.VALV.POS. Neumaticos y Aros Valvula,MCV
PARADA NEUM. DESOLDAD Estructura Cabina y Plataforma,MCM
CHEQUEO MOTOR Motor Sistema de Admision y Escape,MCM
NEUMATICO 4-6 CAMBIO Neumaticos y Aros Neumaticos,MPV
RELL.AC.HIDR. Sistema Hidraulico Componentes Hidraulicos,MCM
REP FUGA Sistema Hidraulico Componentes Hidraulicos,MCR
REPARACION DE TOLVA Mantencion Programada PM,MP
FUGA POR TAPA RADIADOR Motor Sistema de Enfriamiento,MCM
RELLENO REFIGERANTE ,MCM
BAJA PRESION FRENOS Sistema Direccion y Frenos Sistema Frenos,MCM
 Sistema Direccion y Frenos Sistema Frenos,MCM
APOYO TALLER ,MCM
BAJA PRESION REFRIGERANTE Motor Sistema de Enfriamiento,MCM
sin partida Sistema Auxiliar Sistema Neumatico ,MCM
pos- 4 valv. pos-4 Neumaticos y Aros Valvula ,MCV
 Neumaticos y Aros Valvula ,MCV
relleno transmision Tren de Potencia Convertidor de Torque ,MCE
SIN AIRE PARA LA PARTIDA Instr. Electricos y Comp. Control Arranque y Carga,MCR
sin arranke Sistema Neumatico Sistema Neumatico ,MCM
toma de muestra Motor Sistema de Lubricacion ,MCM
bajo nivel transmisio Tren de Potencia Convertidor de Torque ,MCM
cambio pos. 3-5 Neumaticos y Aros Neumaticos ,MCV
alim. 8 volt. Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas ,MCE
